Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_BSTI.v2,OTU_MTTI,OTU_level,OTU_MetricCalc,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Terrestrial,Scathophagidae,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,DNI,678096,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Scathophagidae,,,,,,,,,
Diptera,Atrichomelina,FALSE,yes,,DNI,DNI,DNI,Sciomyzidae,Sciomyzidae,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,
Diptera,Sciomyzidae,FALSE,no,,DNI,DNI,DNI,Sciomyzidae,Sciomyzidae,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,
Diptera,Sepedon,FALSE,yes,,DNI,DNI,DNI,Sciomyzidae,Sciomyzidae,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,
Terrestrial,Sphaeroceridae,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,DNI,145784,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sphaeroceridae,,,,,,,,,
Diptera,Allognosta,FALSE,no,,DNI,Stratiomyidae,family,Allognosta,Allognosta,130160,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Beridinae,,,Allognosta,,,,,
Diptera,Nemotelus,FALSE,no,,DNI,Stratiomyidae,family,Nemotelus,Nemotelus,130694,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Nemotelinae,,,Nemotelus,,,,,
Diptera,Caloparyphus,FALSE,no,,DNI,Stratiomyidae,family,Caloparyphus,Caloparyphus,130409,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Caloparyphus,,,,,
Diptera,Euparyphus,FALSE,no,,DNI,Stratiomyidae,family,Euparyphus,Euparyphus,130436,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Euparyphus,,,,,
Diptera,Oxycera,FALSE,no,,DNI,Stratiomyidae,family,Oxycera,Oxycera,130461,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Oxycera,,,,,
Diptera,Odontomyia,FALSE,no,,DNI,Stratiomyidae,family,Odontomyia,Odontomyia,130573,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Stratiomyini,,Odontomyia,,,,,
Diptera,Caloparyphus/Euparyphus,FALSE,yes,,DNI,Stratiomyidae,family,Stratiomyidae,Stratiomyidae,130150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,,,,,,,,,
Diptera,Stratiomyidae,FALSE,no,,DNI,Stratiomyidae,family,Stratiomyidae,Stratiomyidae,130150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,,,,,,,,,
Diptera,Stratiomys,FALSE,yes,,DNI,Stratiomyidae,family,Stratiomyidae,Stratiomyidae,130150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,,,,,,,,,
Diptera,Eristalis,FALSE,no,,DNI,DNI,DNI,Eristalis,Eristalis,140904,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristaliini,,Eristalis,,,,,
Diptera,Syrphidae,FALSE,no,,DNI,DNI,DNI,Syrphidae,Syrphidae,139621,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Syrphidae,,,,,,,,,
Diptera,Atylotus/Tabanus,FALSE,yes,,Tabanidae,Tabanidae,family,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Diptera,Chrysops,FALSE,yes,,Tabanidae,Tabanidae,family,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Diptera,Hybomitra,FALSE,yes,,Tabanidae,Tabanidae,family,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Diptera,Silvius,FALSE,yes,,Tabanidae,Tabanidae,family,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Diptera,Tabanidae,FALSE,no,,Tabanidae,Tabanidae,family,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Diptera,Tabanus,FALSE,yes,,Tabanidae,Tabanidae,family,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Terrestrial,Polyara,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tephritidae,,,,,,,,,
Diptera,Brachycera,FALSE,no,,DNI,DNI,DNI,Brachycera,Brachycera,130052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,,,,
Terrestrial,Muscomorpha,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,DNI,131750,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,,,,
Diptera,Agathon comstocki,FALSE,no,,Blephariceridae,Blephariceridae,family,Agathon comstocki,Agathon comstocki,121237,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Agathon,,,,,comstocki
Diptera,Agathon,FALSE,no,,Blephariceridae,Blephariceridae,family,Agathon,Agathon,121230,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Agathon,,,,,
Diptera,Bibiocephala,FALSE,no,,Blephariceridae,Blephariceridae,family,Bibiocephala,Bibiocephala,121250,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Bibiocephala,,,,,
Diptera,Bibiocephala grandis,FALSE,yes,,Blephariceridae,Blephariceridae,family,Bibiocephala,Bibiocephala,121250,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Bibiocephala,,,,,
Diptera,Blepharicera,FALSE,no,,Blephariceridae,Blephariceridae,family,Blepharicera,Blepharicera,121255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Blepharicera,,,,,
Diptera,Blepharicera ostensackeni,FALSE,yes,,Blephariceridae,Blephariceridae,family,Blepharicera,Blepharicera,121255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Blepharicera,,,,,
Diptera,Blephariceridae,FALSE,no,,Blephariceridae,Blephariceridae,family,Blephariceridae,Blephariceridae,121227,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,,,,,,,,,
Diptera,Philorus,FALSE,yes,,Blephariceridae,Blephariceridae,family,Blephariceridae,Blephariceridae,121227,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,,,,,,,,,
Terrestrial,Cecidomyiidae,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,DNI,122975,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Cecidomyiidae,,,,,,,,,
Diptera,Bezzia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia / Palpomyia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia/Palpomyia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia/Palpomyia Group,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia/Probezzia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Ceratopogon,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Ceratopogon borealis,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Ceratopogonidae,FALSE,no,Too Many unknown Genera,DNI,DNI,DNI,Ceratopogonidae,Ceratopogonidae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Ceratopogoninae,FALSE,no,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Culicoides,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Mallochohelea,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Monohelea,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Palpomyiini,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Probezzia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Sphaeromias,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Stilobezzia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,subfamily,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Dasyhelea,FALSE,no,,DNI,Dasyhelea,genus,Dasyhelea,Dasyhelea,127278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Dasyheleinae,,,Dasyhelea,,,,,
Diptera,Dasyheleinae,FALSE,yes,,DNI,Dasyhelea,genus,Dasyhelea,Dasyhelea,127278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Dasyheleinae,,,Dasyhelea,,,,,
Diptera,Atrichopogon,FALSE,yes,,Forcipomyiinae,Forcipomyiinae,subfamily,Forcipomyiinae,Forcipomyiinae,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,
Diptera,Atrichopogon/Forcipomyia,FALSE,yes,,Forcipomyiinae,Forcipomyiinae,subfamily,Forcipomyiinae,Forcipomyiinae,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,
Diptera,Forcipomyia,FALSE,yes,,Forcipomyiinae,Forcipomyiinae,subfamily,Forcipomyiinae,Forcipomyiinae,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,
Diptera,Forcipomyiinae,FALSE,no,,Forcipomyiinae,Forcipomyiinae,subfamily,Forcipomyiinae,Forcipomyiinae,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,
Diptera,Chaoborus,FALSE,no,,DNI,DNI,DNI,Chaoborus,Chaoborus,125904,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Chaoborinae,,,Chaoborus,,,,,
Diptera,Eucorethra,FALSE,no,Single species in Genus,DNI,DNI,DNI,Eucorethra,Eucorethra,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Eucorethrinae,,,Eucorethra,,,,,
Diptera,Eucorethra underwoodi,FALSE,yes,Single species in Genus,DNI,DNI,DNI,Eucorethra,Eucorethra,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Eucorethrinae,,,Eucorethra,,,,,
Diptera,Chaoboridae,FALSE,no,,DNI,DNI,DNI,Chaoboridae,Chaoboridae,125886,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,,,,,,,,,
Chironomidae,Apedilum,FALSE,no,,DNI,Apedilum,genus,Apedilum,Apedilum,206655,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Apedilum,,,,,
Chironomidae,Chironomus,FALSE,no,,Chironomus,Chironomus,genus,Chironomus,Chironomus,129254,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Chironomus,,,,,
Chironomidae,Cladopelma,FALSE,no,,DNI,DNI,DNI,Cladopelma,Cladopelma,129350,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cladopelma,,,,,
Chironomidae,Cryptochironomus,FALSE,no,,Cryptochironomus,Cryptochironomus,genus,Cryptochironomus,Cryptochironomus,129368,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptochironomus,,,,,
Chironomidae,Cryptotendipes,FALSE,no,,DNI,DNI,DNI,Cryptotendipes,Cryptotendipes,129394,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptotendipes,,,,,
Chironomidae,Demicryptochironomus,FALSE,no,,DNI,DNI,DNI,Demicryptochironomus,Demicryptochironomus,129421,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Demicryptochironomus,,,,,
Chironomidae,Dicrotendipes,FALSE,no,,Dicrotendipes,Dicrotendipes,genus,Dicrotendipes,Dicrotendipes,129428,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Dicrotendipes,,,,,
Chironomidae,Endochironomus,FALSE,no,,DNI,DNI,DNI,Endochironomus,Endochironomus,129470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Endochironomus,,,,,
Chironomidae,Endotribelos,FALSE,no,,DNI,DNI,DNI,Endotribelos,Endotribelos,130046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Endotribelos,,,,,
Chironomidae,Endotribelos hesperium,FALSE,yes,,DNI,DNI,DNI,Endotribelos,Endotribelos,130046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Endotribelos,,,,,
Chironomidae,Glyptotendipes,FALSE,no,,DNI,DNI,DNI,Glyptotendipes,Glyptotendipes,129483,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Glyptotendipes,,,,,
Chironomidae,Harnischia,FALSE,no,,DNI,DNI,DNI,Harnischia,Harnischia,129516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Harnischia,,,,,
Chironomidae,Kiefferulus,FALSE,no,,DNI,DNI,DNI,Kiefferulus,Kiefferulus,129522,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Kiefferulus,,,,,
Chironomidae,Lauterborniella,FALSE,no,,DNI,DNI,DNI,Lauterborniella,Lauterborniella,129525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lauterborniella,,,,,
Chironomidae,Lauterborniella agrayloides,FALSE,yes,,DNI,DNI,DNI,Lauterborniella,Lauterborniella,129525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lauterborniella,,,,,
Chironomidae,Microchironomus,FALSE,no,,DNI,DNI,DNI,Microchironomus,Microchironomus,129532,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microchironomus,,,,,
Chironomidae,Microtendipes Pedellus gr.,FALSE,yes,FORMATTING,Microtendipes,Microtendipes,genus,Microtendipes Pedellus Group,Microtendipes Pedellus Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Chironomidae,Microtendipes pedellus group,FALSE,yes,FORMATTING,Microtendipes,Microtendipes,genus,Microtendipes Pedellus Group,Microtendipes Pedellus Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Chironomidae,Microtendipes Pedellus Group,FALSE,no,FORMATTING,Microtendipes,Microtendipes,genus,Microtendipes Pedellus Group,Microtendipes Pedellus Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Chironomidae,Microtendipes rydalensis,FALSE,yes,FORMATTING,Microtendipes,Microtendipes,genus,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes Rydalensis Gr.,FALSE,yes,FORMATTING,Microtendipes,Microtendipes,genus,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes rydalensis group,FALSE,yes,FORMATTING,Microtendipes,Microtendipes,genus,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes Rydalensis Group,FALSE,no,FORMATTING,Microtendipes,Microtendipes,genus,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes,FALSE,no,,Microtendipes,Microtendipes,genus,Microtendipes,Microtendipes,129535,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,,,,
Chironomidae,Nilothauma,FALSE,no,,DNI,DNI,DNI,Nilothauma,Nilothauma,129548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Nilothauma,,,,,
Chironomidae,Pagastiella,FALSE,no,,DNI,DNI,DNI,Pagastiella,Pagastiella,129561,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Pagastiella,,,,,
Chironomidae,Parachironomus,FALSE,no,,DNI,DNI,DNI,Parachironomus,Parachironomus,129564,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Parachironomus,,,,,
Chironomidae,Paracladopelma,FALSE,no,,Paracladopelma,Paracladopelma,genus,Paracladopelma,Paracladopelma,129597,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paracladopelma,,,,,
Chironomidae,Paralauterborniella,FALSE,no,"Single species in Genus, historic spelling issues",DNI,DNI,DNI,Paralauterborniella,Paralauterborniella,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,
Chironomidae,Paralauterborniella nigrohalterale,FALSE,yes,"Single species in Genus, historic spelling issues",DNI,DNI,DNI,Paralauterborniella,Paralauterborniella,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,
Chironomidae,Paralauterborniella nigrohalteralis,FALSE,yes,"Single species in Genus, historic spelling issues",DNI,DNI,DNI,Paralauterborniella,Paralauterborniella,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,
Chironomidae,Paralauterborniella nigrohaltere,FALSE,yes,"Single species in Genus, historic spelling issues",DNI,DNI,DNI,Paralauterborniella,Paralauterborniella,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,
Chironomidae,Paratendipes,FALSE,no,,Paratendipes,Paratendipes,genus,Paratendipes,Paratendipes,129623,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paratendipes,,,,,
Chironomidae,Phaenopsectra,FALSE,no,,Phaenopsectra,Phaenopsectra,genus,Phaenopsectra,Phaenopsectra,129637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,,,
Chironomidae,Phaenopsectra Punctipes Group,FALSE,yes,,Phaenopsectra,Phaenopsectra,genus,Phaenopsectra,Phaenopsectra,129637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,,,
Chironomidae,Phaenopsectra punctipes group,FALSE,yes,,Phaenopsectra,Phaenopsectra,genus,Phaenopsectra,Phaenopsectra,129637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,,,
Chironomidae,Polypedilum,FALSE,no,,Polypedilum,Polypedilum,genus,Polypedilum,Polypedilum,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Chironomidae,Polypedilum aviceps,FALSE,yes,,Polypedilum,Polypedilum,genus,Polypedilum,Polypedilum,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Chironomidae,Polypedilum Scalaenum Group,FALSE,yes,,Polypedilum,Polypedilum,genus,Polypedilum,Polypedilum,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Chironomidae,Polypedilum scalaenum Group,FALSE,yes,,Polypedilum,Polypedilum,genus,Polypedilum,Polypedilum,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Chironomidae,Polypedilum tritum,FALSE,yes,,Polypedilum,Polypedilum,genus,Polypedilum,Polypedilum,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Chironomidae,Robackia,FALSE,no,,DNI,DNI,DNI,Robackia,Robackia,129730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Robackia,,,,,
