UniqueID_v2,ni_total,nt_total,nt_ti_stenocold,nt_ti_cold,nt_ti_cool,nt_ti_warm,nt_ti_stenowarm,nt_ti_eury,nt_ti_cowa,nt_ti_na,nt_ti_stenocold_cold,nt_ti_stenocold_cold_cool,nt_ti_cowa_warm_stenowarm,nt_ti_warm_stenowarm,pi_ti_stenocold,pi_ti_cold,pi_ti_cool,pi_ti_warm,pi_ti_stenowarm,pi_ti_eury,pi_ti_cowa,pi_ti_na,pi_ti_stenocold_cold,pi_ti_stenocold_cold_cool,pi_ti_cowa_warm_stenowarm,pi_ti_warm_stenowarm,pt_ti_stenocold,pt_ti_cold,pt_ti_cool,pt_ti_warm,pt_ti_stenowarm,pt_ti_eury,pt_ti_cowa,pt_ti_na,pt_ti_stenocold_cold,pt_ti_stenocold_cold_cool,pt_ti_cowa_warm_stenowarm,pt_ti_warm_stenowarm
SampOD_5696_1,589,44,0,3,21,4,0,5,11,0,3,24,15,4,0,2.716468591,39.04923599,15.95925297,0,25.46689304,16.80814941,0,2.716468591,41.76570458,32.76740238,15.95925297,0,6.818181818,47.72727273,9.090909091,0,11.36363636,25,0,6.818181818,54.54545455,34.09090909,9.090909091
SampOD_5697_1,527,45,7,8,18,0,0,10,2,0,15,33,2,0,3.415559772,24.47817837,25.61669829,0,0,37.38140417,9.108159393,0,27.89373814,53.51043643,9.108159393,0,15.55555556,17.77777778,40,0,0,22.22222222,4.444444444,0,33.33333333,73.33333333,4.444444444,0
SampOD_5698_1,534,61,0,8,29,5,0,9,9,1,8,37,14,5,0,10.48689139,41.19850187,4.868913858,0,27.52808989,15.73033708,0.187265918,10.48689139,51.68539326,20.59925094,4.868913858,0,13.1147541,47.54098361,8.196721311,0,14.75409836,14.75409836,1.639344262,13.1147541,60.6557377,22.95081967,8.196721311
SampOD_5699_1,522,58,2,6,24,6,0,10,10,0,8,32,16,6,0.957854406,2.873563218,42.33716475,9.195402299,0,20.11494253,24.5210728,0,3.831417625,46.16858238,33.7164751,9.195402299,3.448275862,10.34482759,41.37931034,10.34482759,0,17.24137931,17.24137931,0,13.79310345,55.17241379,27.5862069,10.34482759
SampOD_5700_1,544,46,4,7,22,0,0,9,2,2,11,33,2,0,6.25,21.13970588,33.08823529,0,0,32.90441176,4.963235294,1.654411765,27.38970588,60.47794118,4.963235294,0,8.695652174,15.2173913,47.82608696,0,0,19.56521739,4.347826087,4.347826087,23.91304348,71.73913043,4.347826087,0
SampOD_5701_1,568,48,0,0,12,16,1,10,9,0,0,12,26,17,0,0,6.338028169,35.73943662,1.408450704,15.31690141,41.1971831,0,0,6.338028169,78.34507042,37.14788732,0,0,25,33.33333333,2.083333333,20.83333333,18.75,0,0,25,54.16666667,35.41666667
SampOD_5702_1,570,41,1,3,24,3,0,4,6,0,4,28,9,3,2.105263158,2.807017544,22.80701754,61.75438596,0,6.315789474,4.210526316,0,4.912280702,27.71929825,65.96491228,61.75438596,2.43902439,7.317073171,58.53658537,7.317073171,0,9.756097561,14.63414634,0,9.756097561,68.29268293,21.95121951,7.317073171
SampOD_5703_1,531,41,0,0,20,8,0,5,8,0,0,20,16,8,0,0,35.02824859,36.15819209,0,8.474576271,20.33898305,0,0,35.02824859,56.49717514,36.15819209,0,0,48.7804878,19.51219512,0,12.19512195,19.51219512,0,0,48.7804878,39.02439024,19.51219512
SampOD_5704_1,593,51,0,8,19,4,0,7,13,0,8,27,17,4,0,7.588532884,33.89544688,4.890387858,0,18.21247892,35.41315346,0,7.588532884,41.48397976,40.30354132,4.890387858,0,15.68627451,37.25490196,7.843137255,0,13.7254902,25.49019608,0,15.68627451,52.94117647,33.33333333,7.843137255
SampOD_5705_1,538,44,0,1,17,7,0,10,9,0,1,18,16,7,0,0.185873606,26.57992565,27.13754647,0,17.84386617,28.2527881,0,0.185873606,26.76579926,55.39033457,27.13754647,0,2.272727273,38.63636364,15.90909091,0,22.72727273,20.45454545,0,2.272727273,40.90909091,36.36363636,15.90909091
SampOD_5706_1,574,41,0,2,15,8,0,9,7,0,2,17,15,8,0,0.348432056,56.62020906,8.710801394,0,26.82926829,7.491289199,0,0.348432056,56.96864111,16.20209059,8.710801394,0,4.87804878,36.58536585,19.51219512,0,21.95121951,17.07317073,0,4.87804878,41.46341463,36.58536585,19.51219512
SampOD_5708_1,545,50,0,0,8,18,2,13,7,2,0,8,27,20,0,0,13.21100917,34.86238532,17.79816514,19.81651376,10.4587156,3.853211009,0,13.21100917,63.11926606,52.66055046,0,0,16,36,4,26,14,4,0,16,54,40
SampOD_5709_1,593,57,4,10,18,3,0,15,7,0,14,32,10,3,4.215851602,13.65935919,44.18212479,1.349072513,0,29.34232715,7.251264755,0,17.87521079,62.05733558,8.600337268,1.349072513,7.01754386,17.54385965,31.57894737,5.263157895,0,26.31578947,12.28070175,0,24.56140351,56.14035088,17.54385965,5.263157895
SampOD_5711_1,531,29,0,1,8,8,2,5,4,1,1,9,14,10,0,0.188323917,3.389830508,66.66666667,0.376647834,9.22787194,19.96233522,0.188323917,0.188323917,3.578154426,87.00564972,67.0433145,0,3.448275862,27.5862069,27.5862069,6.896551724,17.24137931,13.79310345,3.448275862,3.448275862,31.03448276,48.27586207,34.48275862
SampOD_5712_1,557,41,0,0,17,7,0,7,10,0,0,17,17,7,0,0,18.85098743,11.8491921,0,10.05385996,59.2459605,0,0,18.85098743,71.0951526,11.8491921,0,0,41.46341463,17.07317073,0,17.07317073,24.3902439,0,0,41.46341463,41.46341463,17.07317073
SampOD_5713_1,562,27,0,0,6,8,0,8,5,0,0,6,13,8,0,0,3.380782918,47.68683274,0,35.05338078,13.87900356,0,0,3.380782918,61.5658363,47.68683274,0,0,22.22222222,29.62962963,0,29.62962963,18.51851852,0,0,22.22222222,48.14814815,29.62962963
SampOD_5714_1,546,45,0,6,19,8,0,6,6,0,6,25,14,8,0,6.043956044,52.74725275,4.578754579,0,24.72527473,11.9047619,0,6.043956044,58.79120879,16.48351648,4.578754579,0,13.33333333,42.22222222,17.77777778,0,13.33333333,13.33333333,0,13.33333333,55.55555556,31.11111111,17.77777778
SampOD_5715_1,585,40,0,3,14,5,0,8,10,0,3,17,15,5,0,0.683760684,37.26495726,20.51282051,0,25.81196581,15.72649573,0,0.683760684,37.94871795,36.23931624,20.51282051,0,7.5,35,12.5,0,20,25,0,7.5,42.5,37.5,12.5
SampOD_5716_1,541,43,0,0,14,10,0,8,11,0,0,14,21,10,0,0,17.37523105,28.83548983,0,10.72088725,43.06839187,0,0,17.37523105,71.9038817,28.83548983,0,0,32.55813953,23.25581395,0,18.60465116,25.58139535,0,0,32.55813953,48.8372093,23.25581395
SampOD_5717_1,490,36,0,1,3,15,5,9,3,0,1,4,23,20,0,3.469387755,1.224489796,68.16326531,2.040816327,24.28571429,0.816326531,0,3.469387755,4.693877551,71.02040816,70.20408163,0,2.777777778,8.333333333,41.66666667,13.88888889,25,8.333333333,0,2.777777778,11.11111111,63.88888889,55.55555556
SampOD_5719_1,591,58,0,0,4,27,7,13,2,5,0,4,36,34,0,0,0.676818951,44.16243655,6.429780034,44.50084602,2.199661591,2.030456853,0,0.676818951,52.79187817,50.59221658,0,0,6.896551724,46.55172414,12.06896552,22.4137931,3.448275862,8.620689655,0,6.896551724,62.06896552,58.62068966
SampOD_5720_1,250,34,3,4,16,0,0,7,4,0,7,23,4,0,2.4,20,32.8,0,0,17.6,27.2,0,22.4,55.2,27.2,0,8.823529412,11.76470588,47.05882353,0,0,20.58823529,11.76470588,0,20.58823529,67.64705882,11.76470588,0
SampOD_5722_1,571,57,0,4,25,7,0,11,9,1,4,29,16,7,0,0.875656743,38.87915937,18.91418564,0,11.558669,29.5971979,0.175131349,0.875656743,39.75481611,48.51138354,18.91418564,0,7.01754386,43.85964912,12.28070175,0,19.29824561,15.78947368,1.754385965,7.01754386,50.87719298,28.07017544,12.28070175
SampOD_5724_1,658,45,0,0,24,5,0,9,7,0,0,24,12,5,0,0,36.32218845,1.823708207,0,27.81155015,34.04255319,0,0,36.32218845,35.8662614,1.823708207,0,0,53.33333333,11.11111111,0,20,15.55555556,0,0,53.33333333,26.66666667,11.11111111
SampOD_5726_1,531,29,0,0,1,14,3,4,2,5,0,1,19,17,0,0,0.188323917,29.37853107,48.58757062,17.32580038,0.564971751,3.95480226,0,0.188323917,78.53107345,77.96610169,0,0,3.448275862,48.27586207,10.34482759,13.79310345,6.896551724,17.24137931,0,3.448275862,65.51724138,58.62068966
SampOD_5727_1,545,61,0,6,28,6,0,11,9,1,6,34,15,6,0,6.23853211,23.30275229,4.403669725,0,45.50458716,20.36697248,0.183486239,6.23853211,29.5412844,24.7706422,4.403669725,0,9.836065574,45.90163934,9.836065574,0,18.03278689,14.75409836,1.639344262,9.836065574,55.73770492,24.59016393,9.836065574
SampOD_5729_1,606,46,0,0,9,11,4,12,8,2,0,9,23,15,0,0,6.105610561,41.91419142,2.640264026,35.80858086,13.03630363,0.495049505,0,6.105610561,57.59075908,44.55445545,0,0,19.56521739,23.91304348,8.695652174,26.08695652,17.39130435,4.347826087,0,19.56521739,50,32.60869565
SampOD_5730_1,292,47,7,8,16,1,0,11,3,1,15,31,4,1,9.589041096,34.5890411,33.90410959,0.684931507,0,16.78082192,2.054794521,2.397260274,44.17808219,78.08219178,2.739726027,0.684931507,14.89361702,17.0212766,34.04255319,2.127659574,0,23.40425532,6.382978723,2.127659574,31.91489362,65.95744681,8.510638298,2.127659574
SampOD_5731_1,557,38,2,2,18,2,0,12,2,0,4,22,4,2,0.359066427,2.692998205,31.5978456,0.897666068,0,41.65170557,22.80071813,0,3.052064632,34.64991023,23.6983842,0.897666068,5.263157895,5.263157895,47.36842105,5.263157895,0,31.57894737,5.263157895,0,10.52631579,57.89473684,10.52631579,5.263157895
SampOD_5734_1,546,55,0,1,17,9,0,18,10,0,1,18,19,9,0,0.183150183,26.37362637,36.81318681,0,21.61172161,15.01831502,0,0.183150183,26.55677656,51.83150183,36.81318681,0,1.818181818,30.90909091,16.36363636,0,32.72727273,18.18181818,0,1.818181818,32.72727273,34.54545455,16.36363636
SampOD_5735_1,529,66,1,11,27,10,0,12,5,0,12,39,15,10,1.134215501,23.6294896,48.96030246,6.049149338,0,12.85444234,7.372400756,0,24.7637051,73.72400756,13.42155009,6.049149338,1.515151515,16.66666667,40.90909091,15.15151515,0,18.18181818,7.575757576,0,18.18181818,59.09090909,22.72727273,15.15151515
SampOD_5736_1,413,44,0,6,19,5,0,9,5,0,6,25,10,5,0,2.663438257,31.96125908,4.11622276,0,51.33171913,9.927360775,0,2.663438257,34.62469734,14.04358354,4.11622276,0,13.63636364,43.18181818,11.36363636,0,20.45454545,11.36363636,0,13.63636364,56.81818182,22.72727273,11.36363636
SampOD_5737_1,300,36,1,4,16,4,0,7,4,0,5,21,8,4,1,21.33333333,59.66666667,4.666666667,0,9.333333333,4,0,22.33333333,82,8.666666667,4.666666667,2.777777778,11.11111111,44.44444444,11.11111111,0,19.44444444,11.11111111,0,13.88888889,58.33333333,22.22222222,11.11111111
SampOD_5738_1,509,43,0,2,10,14,1,7,8,1,2,12,23,15,0,0.392927308,10.41257367,47.74066798,3.143418468,22.39685658,15.71709234,0.196463654,0.392927308,10.80550098,66.60117878,50.88408644,0,4.651162791,23.25581395,32.55813953,2.325581395,16.27906977,18.60465116,2.325581395,4.651162791,27.90697674,53.48837209,34.88372093
SampOD_5739_1,391,25,0,1,6,8,0,4,5,1,1,7,13,8,0,1.023017903,13.81074169,32.73657289,0,44.50127877,7.416879795,0.511508951,1.023017903,14.83375959,40.15345269,32.73657289,0,4,24,32,0,16,20,4,4,28,52,32
SampOD_5740_1,553,52,0,0,4,20,5,16,4,3,0,4,29,25,0,0,1.265822785,41.22965642,12.2965642,40.14466546,4.339963834,0.723327306,0,1.265822785,57.86618445,53.52622061,0,0,7.692307692,38.46153846,9.615384615,30.76923077,7.692307692,5.769230769,0,7.692307692,55.76923077,48.07692308
SampOD_5741_1,528,41,0,0,16,10,0,9,6,0,0,16,16,10,0,0,37.87878788,10.60606061,0,11.17424242,40.34090909,0,0,37.87878788,50.9469697,10.60606061,0,0,39.02439024,24.3902439,0,21.95121951,14.63414634,0,0,39.02439024,39.02439024,24.3902439
SampOD_5742_1,485,51,2,4,21,5,0,11,7,1,6,27,12,5,1.855670103,7.628865979,43.91752577,9.278350515,0,31.13402062,4.329896907,1.855670103,9.484536082,53.40206186,13.60824742,9.278350515,3.921568627,7.843137255,41.17647059,9.803921569,0,21.56862745,13.7254902,1.960784314,11.76470588,52.94117647,23.52941176,9.803921569
SampOD_5743_1,543,44,0,1,18,8,0,10,7,0,1,19,15,8,0,0.184162063,39.59484346,21.36279926,0,14.91712707,23.94106814,0,0.184162063,39.77900552,45.3038674,21.36279926,0,2.272727273,40.90909091,18.18181818,0,22.72727273,15.90909091,0,2.272727273,43.18181818,34.09090909,18.18181818
SampOD_5744_1,595,46,1,1,10,15,0,8,11,0,2,12,26,15,0.168067227,0.168067227,23.86554622,41.00840336,0,17.31092437,17.4789916,0,0.336134454,24.20168067,58.48739496,41.00840336,2.173913043,2.173913043,21.73913043,32.60869565,0,17.39130435,23.91304348,0,4.347826087,26.08695652,56.52173913,32.60869565
SampOD_5745_1,517,60,1,5,25,5,0,17,3,4,6,31,8,5,0.193423598,3.868471954,51.64410058,1.547388781,0,38.87814313,2.901353965,0.967117988,4.061895551,55.70599613,4.448742747,1.547388781,1.666666667,8.333333333,41.66666667,8.333333333,0,28.33333333,5,6.666666667,10,51.66666667,13.33333333,8.333333333
SampOD_5746_1,393,34,0,2,7,7,1,9,8,0,2,9,16,8,0,1.781170483,20.61068702,49.36386768,0.508905852,18.06615776,9.669211196,0,1.781170483,22.39185751,59.54198473,49.87277354,0,5.882352941,20.58823529,20.58823529,2.941176471,26.47058824,23.52941176,0,5.882352941,26.47058824,47.05882353,23.52941176
SampOD_5748_1,596,57,0,3,24,7,0,11,11,1,3,27,18,7,0,0.503355705,33.89261745,10.73825503,0,43.2885906,11.40939597,0.167785235,0.503355705,34.39597315,22.14765101,10.73825503,0,5.263157895,42.10526316,12.28070175,0,19.29824561,19.29824561,1.754385965,5.263157895,47.36842105,31.57894737,12.28070175
SampOD_5749_1,498,39,0,0,10,10,0,11,8,0,0,10,18,10,0,0,39.55823293,30.92369478,0,20.88353414,8.634538153,0,0,39.55823293,39.55823293,30.92369478,0,0,25.64102564,25.64102564,0,28.20512821,20.51282051,0,0,25.64102564,46.15384615,25.64102564
SampOD_5754_1,524,51,0,1,28,8,0,6,8,0,1,29,16,8,0,0.190839695,41.98473282,24.61832061,0,16.22137405,16.98473282,0,0.190839695,42.17557252,41.60305344,24.61832061,0,1.960784314,54.90196078,15.68627451,0,11.76470588,15.68627451,0,1.960784314,56.8627451,31.37254902,15.68627451
SampOD_5755_1,500,33,0,1,11,9,0,5,7,0,1,12,16,9,0,0.2,21.8,42.6,0,7.2,28.2,0,0.2,22,70.8,42.6,0,3.03030303,33.33333333,27.27272727,0,15.15151515,21.21212121,0,3.03030303,36.36363636,48.48484848,27.27272727
SampOD_5756_1,550,43,0,1,11,9,1,10,11,0,1,12,21,10,0,1.454545455,14.90909091,56.36363636,0.181818182,8.545454545,18.54545455,0,1.454545455,16.36363636,75.09090909,56.54545455,0,2.325581395,25.58139535,20.93023256,2.325581395,23.25581395,25.58139535,0,2.325581395,27.90697674,48.8372093,23.25581395
SampOD_5757_1,500,45,0,1,15,9,0,12,8,0,1,16,17,9,0,0.2,24,19,0,34.6,22.2,0,0.2,24.2,41.2,19,0,2.222222222,33.33333333,20,0,26.66666667,17.77777778,0,2.222222222,35.55555556,37.77777778,20
SampOD_5758_1,499,49,0,0,17,13,0,13,6,0,0,17,19,13,0,0,15.43086172,28.45691383,0,12.2244489,43.88777555,0,0,15.43086172,72.34468938,28.45691383,0,0,34.69387755,26.53061224,0,26.53061224,12.24489796,0,0,34.69387755,38.7755102,26.53061224
SampOD_5759_1,521,54,0,2,20,11,0,13,6,2,2,22,17,11,0,0.767754319,32.62955854,30.32629559,0,13.62763916,22.26487524,0.383877159,0.767754319,33.39731286,52.59117083,30.32629559,0,3.703703704,37.03703704,20.37037037,0,24.07407407,11.11111111,3.703703704,3.703703704,40.74074074,31.48148148,20.37037037
SampOD_5760_1,512,53,0,3,20,7,0,11,11,1,3,23,18,7,0,1.3671875,43.359375,16.015625,0,19.3359375,19.7265625,0.1953125,1.3671875,44.7265625,35.7421875,16.015625,0,5.660377358,37.73584906,13.20754717,0,20.75471698,20.75471698,1.886792453,5.660377358,43.39622642,33.96226415,13.20754717
SampOD_5761_1,376,46,0,2,16,9,0,9,10,0,2,18,19,9,0,0.531914894,31.38297872,23.93617021,0,16.4893617,27.65957447,0,0.531914894,31.91489362,51.59574468,23.93617021,0,4.347826087,34.7826087,19.56521739,0,19.56521739,21.73913043,0,4.347826087,39.13043478,41.30434783,19.56521739
SampOD_5762_1,651,46,0,0,6,17,1,17,5,0,0,6,23,18,0,0,5.683563748,41.78187404,0.153609831,49.15514593,3.225806452,0,0,5.683563748,45.16129032,41.93548387,0,0,13.04347826,36.95652174,2.173913043,36.95652174,10.86956522,0,0,13.04347826,50,39.13043478
SampOD_5764_1,546,42,0,0,17,9,0,6,10,0,0,17,19,9,0,0,21.42857143,15.56776557,0,11.72161172,51.28205128,0,0,21.42857143,66.84981685,15.56776557,0,0,40.47619048,21.42857143,0,14.28571429,23.80952381,0,0,40.47619048,45.23809524,21.42857143
SampOD_5765_1,512,62,1,6,22,9,0,14,9,1,7,29,18,9,0.390625,2.1484375,48.2421875,22.0703125,0,13.28125,13.671875,0.1953125,2.5390625,50.78125,35.7421875,22.0703125,1.612903226,9.677419355,35.48387097,14.51612903,0,22.58064516,14.51612903,1.612903226,11.29032258,46.77419355,29.03225806,14.51612903
SampOD_5766_1,499,46,0,2,14,14,0,6,10,0,2,16,24,14,0,0.601202405,29.25851703,26.05210421,0,27.65531062,16.43286573,0,0.601202405,29.85971944,42.48496994,26.05210421,0,4.347826087,30.43478261,30.43478261,0,13.04347826,21.73913043,0,4.347826087,34.7826087,52.17391304,30.43478261
SampOD_5769_1,590,61,0,6,28,7,0,12,8,0,6,34,15,7,0,1.86440678,39.83050847,14.06779661,0,34.74576271,9.491525424,0,1.86440678,41.69491525,23.55932203,14.06779661,0,9.836065574,45.90163934,11.47540984,0,19.67213115,13.1147541,0,9.836065574,55.73770492,24.59016393,11.47540984
SampOD_5771_1,501,51,0,1,25,7,0,9,9,0,1,26,16,7,0,0.598802395,37.3253493,7.385229541,0,22.95409182,31.73652695,0,0.598802395,37.9241517,39.12175649,7.385229541,0,1.960784314,49.01960784,13.7254902,0,17.64705882,17.64705882,0,1.960784314,50.98039216,31.37254902,13.7254902
SampOD_5772_1,441,56,0,3,28,10,0,5,10,0,3,31,20,10,0,1.587301587,53.06122449,12.6984127,0,20.63492063,12.01814059,0,1.587301587,54.64852608,24.71655329,12.6984127,0,5.357142857,50,17.85714286,0,8.928571429,17.85714286,0,5.357142857,55.35714286,35.71428571,17.85714286
SampOD_5773_1,525,41,0,0,13,10,0,8,10,0,0,13,20,10,0,0,9.333333333,6.476190476,0,70.0952381,14.0952381,0,0,9.333333333,20.57142857,6.476190476,0,0,31.70731707,24.3902439,0,19.51219512,24.3902439,0,0,31.70731707,48.7804878,24.3902439
SampOD_5774_1,514,48,0,1,16,10,0,12,9,0,1,17,19,10,0,0.194552529,35.60311284,19.06614786,0,11.08949416,34.04669261,0,0.194552529,35.79766537,53.11284047,19.06614786,0,2.083333333,33.33333333,20.83333333,0,25,18.75,0,2.083333333,35.41666667,39.58333333,20.83333333
SampOD_5775_1,581,51,0,5,21,5,0,9,11,0,5,26,16,5,0,2.065404475,54.04475043,3.95869191,0,20.48192771,19.44922547,0,2.065404475,56.11015491,23.40791738,3.95869191,0,9.803921569,41.17647059,9.803921569,0,17.64705882,21.56862745,0,9.803921569,50.98039216,31.37254902,9.803921569
SampOD_5776_1,518,51,0,1,17,12,0,13,8,0,1,18,20,12,0,0.386100386,26.25482625,15.44401544,0,31.66023166,26.25482625,0,0.386100386,26.64092664,41.6988417,15.44401544,0,1.960784314,33.33333333,23.52941176,0,25.49019608,15.68627451,0,1.960784314,35.29411765,39.21568627,23.52941176
SampOD_5777_1,520,49,0,4,22,6,0,9,8,0,4,26,14,6,0,1.538461538,33.26923077,20.76923077,0,28.84615385,15.57692308,0,1.538461538,34.80769231,36.34615385,20.76923077,0,8.163265306,44.89795918,12.24489796,0,18.36734694,16.32653061,0,8.163265306,53.06122449,28.57142857,12.24489796
SampOD_5778_1,583,43,3,6,17,3,0,10,4,0,9,26,7,3,5.317324185,11.4922813,13.55060034,9.262435678,0,32.41852487,27.95883362,0,16.80960549,30.36020583,37.2212693,9.262435678,6.976744186,13.95348837,39.53488372,6.976744186,0,23.25581395,9.302325581,0,20.93023256,60.46511628,16.27906977,6.976744186
SampOD_5779_1,523,31,0,0,8,8,0,8,7,0,0,8,15,8,0,0,12.0458891,24.85659656,0,55.64053537,7.456978967,0,0,12.0458891,32.31357553,24.85659656,0,0,25.80645161,25.80645161,0,25.80645161,22.58064516,0,0,25.80645161,48.38709677,25.80645161
SampOD_5780_1,551,45,1,2,18,6,0,10,8,0,3,21,14,6,0.181488203,2.177858439,25.22686025,9.618874773,0,22.50453721,40.29038113,0,2.359346642,27.5862069,49.9092559,9.618874773,2.222222222,4.444444444,40,13.33333333,0,22.22222222,17.77777778,0,6.666666667,46.66666667,31.11111111,13.33333333
SampOD_5781_1,537,16,0,1,1,6,1,4,2,1,1,2,9,7,0,11.3594041,0.186219739,7.635009311,2.793296089,75.04655493,1.489757914,1.489757914,11.3594041,11.54562384,11.91806331,10.4283054,0,6.25,6.25,37.5,6.25,25,12.5,6.25,6.25,12.5,56.25,43.75
SampOD_5782_1,261,20,0,0,1,8,1,5,2,3,0,1,11,9,0,0,31.03448276,44.82758621,0.383141762,14.17624521,6.513409962,3.0651341,0,31.03448276,51.72413793,45.21072797,0,0,5,40,5,25,10,15,0,5,55,45
SampOD_5783_1,572,52,0,0,22,11,0,11,8,0,0,22,19,11,0,0,26.57342657,19.58041958,0,30.24475524,23.6013986,0,0,26.57342657,43.18181818,19.58041958,0,0,42.30769231,21.15384615,0,21.15384615,15.38461538,0,0,42.30769231,36.53846154,21.15384615
SampOD_5784_1,524,51,1,0,17,10,0,12,11,0,1,18,21,10,0.190839695,0,22.90076336,15.64885496,0,39.3129771,21.94656489,0,0.190839695,23.09160305,37.59541985,15.64885496,1.960784314,0,33.33333333,19.60784314,0,23.52941176,21.56862745,0,1.960784314,35.29411765,41.17647059,19.60784314
SampOD_5786_1,560,52,0,3,23,11,0,6,9,0,3,26,20,11,0,1.071428571,39.28571429,22.5,0,19.10714286,18.03571429,0,1.071428571,40.35714286,40.53571429,22.5,0,5.769230769,44.23076923,21.15384615,0,11.53846154,17.30769231,0,5.769230769,50,38.46153846,21.15384615
SampOD_5787_1,564,30,0,1,12,7,0,3,7,0,1,13,14,7,0,8.333333333,14.18439716,16.31205674,0,28.72340426,32.44680851,0,8.333333333,22.5177305,48.75886525,16.31205674,0,3.333333333,40,23.33333333,0,10,23.33333333,0,3.333333333,43.33333333,46.66666667,23.33333333
SampOD_5790_1,727,56,0,2,27,8,0,9,9,1,2,29,17,8,0,1.100412655,40.30261348,5.364511692,0,19.6698762,33.42503439,0.137551582,1.100412655,41.40302613,38.78954608,5.364511692,0,3.571428571,48.21428571,14.28571429,0,16.07142857,16.07142857,1.785714286,3.571428571,51.78571429,30.35714286,14.28571429
SampOD_5792_1,567,46,0,2,11,12,0,10,9,2,2,13,21,12,0,0.529100529,13.58024691,38.97707231,0,32.09876543,13.58024691,1.234567901,0.529100529,14.10934744,52.55731922,38.97707231,0,4.347826087,23.91304348,26.08695652,0,21.73913043,19.56521739,4.347826087,4.347826087,28.26086957,45.65217391,26.08695652
SampOD_5793_1,515,70,3,8,30,7,0,13,8,1,11,41,15,7,5.631067961,6.796116505,42.7184466,10.29126214,0,26.01941748,8.155339806,0.388349515,12.42718447,55.14563107,18.44660194,10.29126214,4.285714286,11.42857143,42.85714286,10,0,18.57142857,11.42857143,1.428571429,15.71428571,58.57142857,21.42857143,10
SampOD_5794_1,591,26,0,1,1,11,0,7,5,1,1,2,16,11,0,3.72250423,2.876480541,60.0676819,0,15.73604061,15.39763113,2.199661591,3.72250423,6.598984772,75.46531303,60.0676819,0,3.846153846,3.846153846,42.30769231,0,26.92307692,19.23076923,3.846153846,3.846153846,7.692307692,61.53846154,42.30769231
SampOD_5795_1,476,50,0,3,21,7,0,8,11,0,3,24,18,7,0,1.260504202,27.10084034,21.42857143,0,15.33613445,34.87394958,0,1.260504202,28.36134454,56.30252101,21.42857143,0,6,42,14,0,16,22,0,6,48,36,14
SampOD_5797_1,1067,43,0,0,15,8,1,10,9,0,0,15,18,9,0,0,16.58856607,55.20149953,2.343017807,11.24648547,14.62043112,0,0,16.58856607,72.16494845,57.54451734,0,0,34.88372093,18.60465116,2.325581395,23.25581395,20.93023256,0,0,34.88372093,41.86046512,20.93023256
SampOD_5798_1,535,51,1,3,23,5,0,11,8,0,4,27,13,5,0.373831776,0.747663551,21.12149533,11.58878505,0,42.05607477,24.11214953,0,1.121495327,22.24299065,35.70093458,11.58878505,1.960784314,5.882352941,45.09803922,9.803921569,0,21.56862745,15.68627451,0,7.843137255,52.94117647,25.49019608,9.803921569
SampOD_5799_1,508,31,0,0,0,16,6,8,1,0,0,0,23,22,0,0,0,59.4488189,6.102362205,33.66141732,0.787401575,0,0,0,66.33858268,65.5511811,0,0,0,51.61290323,19.35483871,25.80645161,3.225806452,0,0,0,74.19354839,70.96774194
SampOD_5800_1,535,64,2,8,25,7,0,8,11,3,10,35,18,7,0.373831776,6.728971963,44.48598131,13.08411215,0,20.93457944,13.64485981,0.747663551,7.102803738,51.58878505,26.72897196,13.08411215,3.125,12.5,39.0625,10.9375,0,12.5,17.1875,4.6875,15.625,54.6875,28.125,10.9375
SampOD_5804_1,548,62,0,4,25,10,0,13,10,0,4,29,20,10,0,0.729927007,30.10948905,18.79562044,0,21.16788321,29.19708029,0,0.729927007,30.83941606,47.99270073,18.79562044,0,6.451612903,40.32258065,16.12903226,0,20.96774194,16.12903226,0,6.451612903,46.77419355,32.25806452,16.12903226
SampOD_5806_1,581,62,0,2,23,9,0,15,12,1,2,25,21,9,0,9.638554217,35.11187608,15.14629948,0,26.5060241,13.42512909,0.17211704,9.638554217,44.75043029,28.57142857,15.14629948,0,3.225806452,37.09677419,14.51612903,0,24.19354839,19.35483871,1.612903226,3.225806452,40.32258065,33.87096774,14.51612903
SampOD_5807_1,520,57,1,5,24,8,0,11,8,0,6,30,16,8,3.846153846,0.961538462,40,34.03846154,0,10.57692308,10.57692308,0,4.807692308,44.80769231,44.61538462,34.03846154,1.754385965,8.771929825,42.10526316,14.03508772,0,19.29824561,14.03508772,0,10.52631579,52.63157895,28.07017544,14.03508772
SampOD_5811_1,510,44,6,6,22,0,0,7,1,2,12,34,1,0,12.54901961,57.84313725,14.70588235,0,0,2.745098039,10.58823529,1.568627451,70.39215686,85.09803922,10.58823529,0,13.63636364,13.63636364,50,0,0,15.90909091,2.272727273,4.545454545,27.27272727,77.27272727,2.272727273,0
SampOD_5813_1,567,40,0,1,18,6,0,8,7,0,1,19,13,6,0,0.705467372,17.46031746,12.52204586,0,42.50440917,26.80776014,0,0.705467372,18.16578483,39.329806,12.52204586,0,2.5,45,15,0,20,17.5,0,2.5,47.5,32.5,15
